[24-06-09 15:14:55 root] Namespace(dataset='CIFAR10', model='ResNet18', shared_model='LeNet', lr=0.0001, epochs=200, batch_size=256, leak_mode='sign', trainset='full')
[24-06-09 15:14:56 root] model size: 15826
[24-06-09 15:15:57 root] epoch: 0, train_loss: 0.09602399053573608, test_loss: 0.054492624926567076, best_test_loss: 0.054492624926567076
[24-06-09 15:37:49 root] epoch: 28, train_loss: 0.027837524186968804, test_loss: 0.02866123832464218, best_test_loss: 0.02866123832464218
[24-06-09 15:38:34 root] epoch: 29, train_loss: 0.027495380215644835, test_loss: 0.030258441853523256, best_test_loss: 0.02866123832464218
[24-06-09 15:39:17 root] epoch: 30, train_loss: 0.027504166873693465, test_loss: 0.037082032096385956, best_test_loss: 0.02866123832464218
[24-06-09 15:40:05 root] epoch: 31, train_loss: 0.02791035262465477, test_loss: 0.029955153226852417, best_test_loss: 0.02866123832464218
[24-06-09 15:40:51 root] epoch: 32, train_loss: 0.02772349612355232, test_loss: 0.027825739020109177, best_test_loss: 0.027825739020109177
[24-06-09 15:41:39 root] epoch: 33, train_loss: 0.027012965279817582, test_loss: 0.02864060723185539, best_test_loss: 0.027825739020109177
[24-06-09 15:42:27 root] epoch: 34, train_loss: 0.026638904824852944, test_loss: 0.028542290025949477, best_test_loss: 0.027825739020109177
[24-06-09 15:43:14 root] epoch: 35, train_loss: 0.026380552101731302, test_loss: 0.028765050911903383, best_test_loss: 0.027825739020109177
[24-06-09 15:44:00 root] epoch: 36, train_loss: 0.026332902510166168, test_loss: 0.041557017827034, best_test_loss: 0.027825739020109177
[24-06-09 15:44:46 root] epoch: 37, train_loss: 0.026782163152694702, test_loss: 0.03092237783074379, best_test_loss: 0.027825739020109177
[24-06-09 15:45:33 root] epoch: 38, train_loss: 0.026204380660057067, test_loss: 0.027164940428733825, best_test_loss: 0.027164940428733825
[24-06-09 15:46:18 root] epoch: 39, train_loss: 0.02575155118882656, test_loss: 0.030255386805534364, best_test_loss: 0.027164940428733825
[24-06-09 15:47:04 root] epoch: 40, train_loss: 0.0252160659044981, test_loss: 0.026113110584020615, best_test_loss: 0.026113110584020615
[24-06-09 15:47:50 root] epoch: 41, train_loss: 0.02487844377219677, test_loss: 0.04021875740289688, best_test_loss: 0.026113110584020615
[24-06-09 15:48:36 root] epoch: 42, train_loss: 0.024652635635733604, test_loss: 0.027323328644037248, best_test_loss: 0.026113110584020615
[24-06-09 15:49:21 root] epoch: 43, train_loss: 0.024472142862081527, test_loss: 0.03345993155241012, best_test_loss: 0.026113110584020615
[24-06-09 15:50:07 root] epoch: 44, train_loss: 0.029605737390518187, test_loss: 0.034011147397756576, best_test_loss: 0.026113110584020615
[24-06-09 15:50:54 root] epoch: 45, train_loss: 0.027031730141043663, test_loss: 0.02891820058822632, best_test_loss: 0.026113110584020615
[24-06-09 15:51:41 root] epoch: 46, train_loss: 0.025419989435076715, test_loss: 0.027568351805210115, best_test_loss: 0.026113110584020615
[24-06-09 15:52:28 root] epoch: 47, train_loss: 0.02496009955585003, test_loss: 0.026387175834178926, best_test_loss: 0.026113110584020615
[24-06-09 15:53:16 root] epoch: 48, train_loss: 0.02460672218978405, test_loss: 0.02687974801659584, best_test_loss: 0.026113110584020615
[24-06-09 15:54:03 root] epoch: 49, train_loss: 0.025569051200151443, test_loss: 0.05630517114400864, best_test_loss: 0.026113110584020615
[24-06-09 15:54:49 root] epoch: 50, train_loss: 0.02624119252860546, test_loss: 0.02763857764005661, best_test_loss: 0.026113110584020615
[24-06-09 15:55:35 root] epoch: 51, train_loss: 0.024756630030870436, test_loss: 0.026102248001098633, best_test_loss: 0.026102248001098633
[24-06-09 15:56:20 root] epoch: 52, train_loss: 0.024389085311293603, test_loss: 0.027500788527727128, best_test_loss: 0.026102248001098633
[24-06-09 15:57:06 root] epoch: 53, train_loss: 0.024137880517840386, test_loss: 0.02824124633669853, best_test_loss: 0.026102248001098633
[24-06-09 15:57:52 root] epoch: 54, train_loss: 0.023898418045043945, test_loss: 0.029670765465497972, best_test_loss: 0.026102248001098633
[24-06-09 15:58:37 root] epoch: 55, train_loss: 0.023612404319643975, test_loss: 0.027083702325820923, best_test_loss: 0.026102248001098633
[24-06-09 15:59:23 root] epoch: 56, train_loss: 0.023339040812849998, test_loss: 0.027427305299043657, best_test_loss: 0.026102248001098633
[24-06-09 16:00:08 root] epoch: 57, train_loss: 0.02397315900504589, test_loss: 0.026403881043195725, best_test_loss: 0.026102248001098633
[24-06-09 16:00:54 root] epoch: 58, train_loss: 0.0229952487629652, test_loss: 0.024950741469860076, best_test_loss: 0.024950741469860076
[24-06-09 16:01:40 root] epoch: 59, train_loss: 0.022695240928530692, test_loss: 0.029397223502397537, best_test_loss: 0.024950741469860076
[24-06-09 16:02:25 root] epoch: 60, train_loss: 0.02278211325585842, test_loss: 0.024742803859710692, best_test_loss: 0.024742803859710692
[24-06-09 16:03:11 root] epoch: 61, train_loss: 0.022382333396077154, test_loss: 0.026901225912570954, best_test_loss: 0.024742803859710692
[24-06-09 16:03:56 root] epoch: 62, train_loss: 0.022313892881274222, test_loss: 0.026071541661024093, best_test_loss: 0.024742803859710692
[24-06-09 16:04:41 root] epoch: 63, train_loss: 0.022069259742498397, test_loss: 0.024483568558096885, best_test_loss: 0.024483568558096885
[24-06-09 16:05:26 root] epoch: 64, train_loss: 0.02189533211171627, test_loss: 0.08271792508363723, best_test_loss: 0.024483568558096885
[24-06-09 16:06:12 root] epoch: 65, train_loss: 0.02431812297463417, test_loss: 0.029946434342861174, best_test_loss: 0.024483568558096885
[24-06-09 16:06:57 root] epoch: 66, train_loss: 0.022749315237998963, test_loss: 0.02612763485312462, best_test_loss: 0.024483568558096885
[24-06-09 16:07:42 root] epoch: 67, train_loss: 0.022078152146935464, test_loss: 0.02437115050852299, best_test_loss: 0.02437115050852299
[24-06-09 16:08:30 root] epoch: 68, train_loss: 0.021761996418833734, test_loss: 0.02398545461297035, best_test_loss: 0.02398545461297035
[24-06-09 16:09:19 root] epoch: 69, train_loss: 0.02152063039779663, test_loss: 0.023387252178788186, best_test_loss: 0.023387252178788186
[24-06-09 16:10:06 root] epoch: 70, train_loss: 0.021326443501114845, test_loss: 0.023978634163737297, best_test_loss: 0.023387252178788186
[24-06-09 16:10:53 root] epoch: 71, train_loss: 0.021162591856718063, test_loss: 0.02356749441027641, best_test_loss: 0.023387252178788186
[24-06-09 16:11:39 root] epoch: 72, train_loss: 0.02117069577872753, test_loss: 0.023867194068431855, best_test_loss: 0.023387252178788186
[24-06-09 16:12:25 root] epoch: 73, train_loss: 0.020938624210357665, test_loss: 0.024054239723086356, best_test_loss: 0.023387252178788186
[24-06-09 16:13:12 root] epoch: 74, train_loss: 0.02075614182174206, test_loss: 0.02296728115081787, best_test_loss: 0.02296728115081787
[24-06-09 16:13:59 root] epoch: 75, train_loss: 0.020607816126346587, test_loss: 0.07772648572921753, best_test_loss: 0.02296728115081787
[24-06-09 16:14:47 root] epoch: 76, train_loss: 0.02306547421634197, test_loss: 0.02495771665275097, best_test_loss: 0.02296728115081787
[24-06-09 16:15:34 root] epoch: 77, train_loss: 0.02099479708492756, test_loss: 0.025900388726592064, best_test_loss: 0.02296728115081787
[24-06-09 16:16:21 root] epoch: 78, train_loss: 0.02071044860959053, test_loss: 0.023524619325995446, best_test_loss: 0.02296728115081787
[24-06-09 16:17:08 root] epoch: 79, train_loss: 0.020535828995108606, test_loss: 0.02324054020047188, best_test_loss: 0.02296728115081787
[24-06-09 16:17:55 root] epoch: 80, train_loss: 0.02038222686767578, test_loss: 0.022897377705574037, best_test_loss: 0.022897377705574037
[24-06-09 16:18:43 root] epoch: 81, train_loss: 0.02120566735625267, test_loss: 0.02355853281915188, best_test_loss: 0.022897377705574037
[24-06-09 16:19:30 root] epoch: 82, train_loss: 0.02044139395594597, test_loss: 0.023413395968079568, best_test_loss: 0.022897377705574037
[24-06-09 16:20:16 root] epoch: 83, train_loss: 0.020217225811481474, test_loss: 0.024241962033510207, best_test_loss: 0.022897377705574037
[24-06-09 16:21:03 root] epoch: 84, train_loss: 0.02028744937956333, test_loss: 0.026633027443289756, best_test_loss: 0.022897377705574037
[24-06-09 16:21:49 root] epoch: 85, train_loss: 0.02007207180082798, test_loss: 0.022355298951268195, best_test_loss: 0.022355298951268195
[24-06-09 16:22:36 root] epoch: 86, train_loss: 0.019926037242412566, test_loss: 0.02338217940032482, best_test_loss: 0.022355298951268195
[24-06-09 16:23:23 root] epoch: 87, train_loss: 0.01976550639152527, test_loss: 0.023730985036492347, best_test_loss: 0.022355298951268195
[24-06-09 16:24:08 root] epoch: 88, train_loss: 0.01969436119437218, test_loss: 0.022421195009350775, best_test_loss: 0.022355298951268195
[24-06-09 16:24:54 root] epoch: 89, train_loss: 0.01955740070641041, test_loss: 0.02348664976358414, best_test_loss: 0.022355298951268195
[24-06-09 16:25:40 root] epoch: 90, train_loss: 0.019523001430630686, test_loss: 0.02409252635538578, best_test_loss: 0.022355298951268195
[24-06-09 16:26:27 root] epoch: 91, train_loss: 0.019488501958250998, test_loss: 0.0218598837941885, best_test_loss: 0.0218598837941885
[24-06-09 16:27:14 root] epoch: 92, train_loss: 0.01931239125967026, test_loss: 0.023063865223526953, best_test_loss: 0.0218598837941885
[24-06-09 16:28:00 root] epoch: 93, train_loss: 0.019246040098667146, test_loss: 0.09076090948581696, best_test_loss: 0.0218598837941885
[24-06-09 16:28:46 root] epoch: 94, train_loss: 0.022187649291157723, test_loss: 0.022931349688768386, best_test_loss: 0.0218598837941885
[24-06-09 16:29:32 root] epoch: 95, train_loss: 0.019781633697152138, test_loss: 0.022899838975071907, best_test_loss: 0.0218598837941885
[24-06-09 16:30:18 root] epoch: 96, train_loss: 0.01948652453839779, test_loss: 0.02310576567053795, best_test_loss: 0.0218598837941885
[24-06-09 16:31:04 root] epoch: 97, train_loss: 0.01921847926914692, test_loss: 0.02268408489227295, best_test_loss: 0.0218598837941885
[24-06-09 16:31:49 root] epoch: 98, train_loss: 0.019191912152767183, test_loss: 0.022278744453191758, best_test_loss: 0.0218598837941885
[24-06-09 16:32:35 root] epoch: 99, train_loss: 0.01906936174035072, test_loss: 0.022707378134131432, best_test_loss: 0.0218598837941885
[24-06-09 16:33:22 root] epoch: 100, train_loss: 0.01895327631831169, test_loss: 0.02296406702697277, best_test_loss: 0.0218598837941885
[24-06-09 16:34:09 root] epoch: 101, train_loss: 0.018913106184601784, test_loss: 0.02430142653286457, best_test_loss: 0.0218598837941885
[24-06-09 16:34:57 root] epoch: 102, train_loss: 0.01874858317732811, test_loss: 0.02326473363339901, best_test_loss: 0.0218598837941885
[24-06-09 16:35:42 root] epoch: 103, train_loss: 0.01864428869187832, test_loss: 0.02496182710826397, best_test_loss: 0.0218598837941885
[24-06-09 16:36:30 root] epoch: 104, train_loss: 0.01858543183505535, test_loss: 0.023287109354138375, best_test_loss: 0.0218598837941885
[24-06-09 16:37:17 root] epoch: 105, train_loss: 0.01848835550904274, test_loss: 0.026043611347675324, best_test_loss: 0.0218598837941885
[24-06-09 16:38:02 root] epoch: 106, train_loss: 0.018496478607058525, test_loss: 0.02226392325460911, best_test_loss: 0.0218598837941885
[24-06-09 16:38:52 root] epoch: 107, train_loss: 0.018336246918439866, test_loss: 0.021786392453312875, best_test_loss: 0.021786392453312875
[24-06-09 16:39:40 root] epoch: 108, train_loss: 0.018256055511832237, test_loss: 0.02184378060698509, best_test_loss: 0.021786392453312875
[24-06-09 16:40:26 root] epoch: 109, train_loss: 0.018173771653175352, test_loss: 0.031826512908935546, best_test_loss: 0.021786392453312875
[24-06-09 16:41:12 root] epoch: 110, train_loss: 0.018536347181797027, test_loss: 0.02215987430214882, best_test_loss: 0.021786392453312875
[24-06-09 16:41:59 root] epoch: 111, train_loss: 0.01812512623012066, test_loss: 0.042921950727701184, best_test_loss: 0.021786392453312875
[24-06-09 16:42:47 root] epoch: 112, train_loss: 0.018501795920729636, test_loss: 0.021741965055465697, best_test_loss: 0.021741965055465697
[24-06-09 16:43:34 root] epoch: 113, train_loss: 0.017993446784615518, test_loss: 0.02252302356362343, best_test_loss: 0.021741965055465697
[24-06-09 16:44:20 root] epoch: 114, train_loss: 0.018357466340065003, test_loss: 0.020617287802696227, best_test_loss: 0.020617287802696227
[24-06-09 16:45:06 root] epoch: 115, train_loss: 0.017893792364001276, test_loss: 0.020312627273797988, best_test_loss: 0.020312627273797988
[24-06-09 16:45:52 root] epoch: 116, train_loss: 0.01773002018213272, test_loss: 0.020762174874544143, best_test_loss: 0.020312627273797988
[24-06-09 16:46:38 root] epoch: 117, train_loss: 0.017681943640112878, test_loss: 0.02135289691388607, best_test_loss: 0.020312627273797988
[24-06-09 16:47:21 root] epoch: 118, train_loss: 0.017611847950220107, test_loss: 0.02091338963508606, best_test_loss: 0.020312627273797988
[24-06-09 16:48:07 root] epoch: 119, train_loss: 0.017539385651946068, test_loss: 0.020195956230163573, best_test_loss: 0.020195956230163573
[24-06-09 16:48:51 root] epoch: 120, train_loss: 0.017447173033356668, test_loss: 0.02149113761782646, best_test_loss: 0.020195956230163573
[24-06-09 16:49:35 root] epoch: 121, train_loss: 0.017433027704954147, test_loss: 0.029491624873876573, best_test_loss: 0.020195956230163573
[24-06-09 16:50:20 root] epoch: 122, train_loss: 0.01771155334532261, test_loss: 0.020818051320314408, best_test_loss: 0.020195956230163573
[24-06-09 16:51:05 root] epoch: 123, train_loss: 0.01732473064661026, test_loss: 0.021766140481829642, best_test_loss: 0.020195956230163573
[24-06-09 16:51:50 root] epoch: 124, train_loss: 0.017269959050416946, test_loss: 0.027981709071993828, best_test_loss: 0.020195956230163573
[24-06-09 16:52:35 root] epoch: 125, train_loss: 0.017264067053198814, test_loss: 0.020297279953956603, best_test_loss: 0.020195956230163573
[24-06-09 16:53:20 root] epoch: 126, train_loss: 0.017112403136491774, test_loss: 0.020676936811208725, best_test_loss: 0.020195956230163573
[24-06-09 16:54:07 root] epoch: 127, train_loss: 0.017028350234627725, test_loss: 0.019857467687129975, best_test_loss: 0.019857467687129975
[24-06-09 16:54:52 root] epoch: 128, train_loss: 0.016959866102933884, test_loss: 0.02039121715426445, best_test_loss: 0.019857467687129975
[24-06-09 16:55:37 root] epoch: 129, train_loss: 0.0169740401661396, test_loss: 0.02031886945068836, best_test_loss: 0.019857467687129975
[24-06-09 16:56:22 root] epoch: 130, train_loss: 0.016861599420905114, test_loss: 0.021549087139964104, best_test_loss: 0.019857467687129975
[24-06-09 16:57:07 root] epoch: 131, train_loss: 0.016815293311476708, test_loss: 0.021682720345258713, best_test_loss: 0.019857467687129975
[24-06-09 16:57:52 root] epoch: 132, train_loss: 0.01679204806268215, test_loss: 0.020811170953512193, best_test_loss: 0.019857467687129975
[24-06-09 16:58:37 root] epoch: 133, train_loss: 0.016765766313672065, test_loss: 0.02151351599097252, best_test_loss: 0.019857467687129975
[24-06-09 16:59:22 root] epoch: 134, train_loss: 0.016705490168333052, test_loss: 0.020626984071731566, best_test_loss: 0.019857467687129975
[24-06-09 17:00:06 root] epoch: 135, train_loss: 0.016636917129158973, test_loss: 0.020642920127511025, best_test_loss: 0.019857467687129975
[24-06-09 17:00:50 root] epoch: 136, train_loss: 0.01650488888144493, test_loss: 0.021176026445627213, best_test_loss: 0.019857467687129975
[24-06-09 17:01:35 root] epoch: 137, train_loss: 0.016522563613057137, test_loss: 0.02123918214738369, best_test_loss: 0.019857467687129975
[24-06-09 17:02:19 root] epoch: 138, train_loss: 0.016512526154518127, test_loss: 0.02371867919266224, best_test_loss: 0.019857467687129975
[24-06-09 17:03:05 root] epoch: 139, train_loss: 0.016623428215384484, test_loss: 0.01914394896030426, best_test_loss: 0.01914394896030426
[24-06-09 17:03:51 root] epoch: 140, train_loss: 0.016407911705374718, test_loss: 0.02091209715604782, best_test_loss: 0.01914394896030426
[24-06-09 17:04:36 root] epoch: 141, train_loss: 0.016353358995318413, test_loss: 0.020239255559444426, best_test_loss: 0.01914394896030426
[24-06-09 17:05:20 root] epoch: 142, train_loss: 0.01632130345761776, test_loss: 0.02330423264503479, best_test_loss: 0.01914394896030426
[24-06-09 17:06:05 root] epoch: 143, train_loss: 0.01647336860835552, test_loss: 0.020283839565515518, best_test_loss: 0.01914394896030426
[24-06-09 17:06:49 root] epoch: 144, train_loss: 0.016339252930283547, test_loss: 0.019727354285120964, best_test_loss: 0.01914394896030426
[24-06-09 17:07:34 root] epoch: 145, train_loss: 0.01614864489674568, test_loss: 0.020112787279486656, best_test_loss: 0.01914394896030426
[24-06-09 17:08:18 root] epoch: 146, train_loss: 0.01604259995162487, test_loss: 0.019684509912133216, best_test_loss: 0.01914394896030426
[24-06-09 17:09:02 root] epoch: 147, train_loss: 0.01609918935239315, test_loss: 0.019921316334605216, best_test_loss: 0.01914394896030426
[24-06-09 17:09:47 root] epoch: 148, train_loss: 0.016082280482053755, test_loss: 0.08021070964336395, best_test_loss: 0.01914394896030426
[24-06-09 17:10:31 root] epoch: 149, train_loss: 0.018642964183688163, test_loss: 0.021358440071344374, best_test_loss: 0.01914394896030426
[24-06-09 17:11:17 root] epoch: 150, train_loss: 0.01608278860628605, test_loss: 0.018127336263656615, best_test_loss: 0.018127336263656615
[24-06-09 17:12:01 root] epoch: 151, train_loss: 0.01598451423048973, test_loss: 0.018099621656537057, best_test_loss: 0.018099621656537057
[24-06-09 17:12:46 root] epoch: 152, train_loss: 0.01589623666226864, test_loss: 0.018096498692035674, best_test_loss: 0.018096498692035674
[24-06-09 17:13:31 root] epoch: 153, train_loss: 0.015849817203879357, test_loss: 0.018075798958539963, best_test_loss: 0.018075798958539963
[24-06-09 17:14:16 root] epoch: 154, train_loss: 0.015787513830661775, test_loss: 0.018064644694328308, best_test_loss: 0.018064644694328308
[24-06-09 17:15:01 root] epoch: 155, train_loss: 0.015790010685920716, test_loss: 0.018110129246115686, best_test_loss: 0.018064644694328308
[24-06-09 17:15:45 root] epoch: 156, train_loss: 0.015730905590057374, test_loss: 0.018290470272302628, best_test_loss: 0.018064644694328308
[24-06-09 17:16:29 root] epoch: 157, train_loss: 0.01572729943931103, test_loss: 0.018093112096190453, best_test_loss: 0.018064644694328308
[24-06-09 17:17:12 root] epoch: 158, train_loss: 0.015660353168845176, test_loss: 0.01807662971317768, best_test_loss: 0.018064644694328308
[24-06-09 17:17:56 root] epoch: 159, train_loss: 0.015657773026823998, test_loss: 0.018023765298724174, best_test_loss: 0.018023765298724174
[24-06-09 17:18:39 root] epoch: 160, train_loss: 0.015623510872721673, test_loss: 0.01813273941576481, best_test_loss: 0.018023765298724174
[24-06-09 17:19:25 root] epoch: 161, train_loss: 0.015615108579397201, test_loss: 0.018023297247290612, best_test_loss: 0.018023297247290612
[24-06-09 17:20:10 root] epoch: 162, train_loss: 0.015582117757201195, test_loss: 0.01812888804972172, best_test_loss: 0.018023297247290612
[24-06-09 17:20:54 root] epoch: 163, train_loss: 0.015522855463027955, test_loss: 0.018048680490255355, best_test_loss: 0.018023297247290612
[24-06-09 17:21:39 root] epoch: 164, train_loss: 0.015553209431767464, test_loss: 0.01802360330224037, best_test_loss: 0.018023297247290612
[24-06-09 17:22:23 root] epoch: 165, train_loss: 0.015535037292838097, test_loss: 0.01829505540728569, best_test_loss: 0.018023297247290612
[24-06-09 17:23:07 root] epoch: 166, train_loss: 0.01549669956624508, test_loss: 0.018077045568823814, best_test_loss: 0.018023297247290612
[24-06-09 17:23:50 root] epoch: 167, train_loss: 0.015483956909775734, test_loss: 0.018044628670811653, best_test_loss: 0.018023297247290612
[24-06-09 17:24:34 root] epoch: 168, train_loss: 0.01545348871409893, test_loss: 0.018033561411499976, best_test_loss: 0.018023297247290612
[24-06-09 17:25:17 root] epoch: 169, train_loss: 0.015441379058361054, test_loss: 0.018262893581390383, best_test_loss: 0.018023297247290612
[24-06-09 17:26:01 root] epoch: 170, train_loss: 0.015409947037100791, test_loss: 0.01804153142273426, best_test_loss: 0.018023297247290612
[24-06-09 17:26:45 root] epoch: 171, train_loss: 0.015395611608624458, test_loss: 0.018219496580958366, best_test_loss: 0.018023297247290612
[24-06-09 17:27:28 root] epoch: 172, train_loss: 0.015393901405334472, test_loss: 0.017983993259072305, best_test_loss: 0.017983993259072305
[24-06-09 17:28:12 root] epoch: 173, train_loss: 0.015375862960219384, test_loss: 0.017979248625040054, best_test_loss: 0.017979248625040054
[24-06-09 17:28:57 root] epoch: 174, train_loss: 0.015357447364926339, test_loss: 0.017952626287937163, best_test_loss: 0.017952626287937163
[24-06-09 17:29:40 root] epoch: 175, train_loss: 0.015328884165287018, test_loss: 0.01803005785346031, best_test_loss: 0.017952626287937163
[24-06-09 17:30:24 root] epoch: 176, train_loss: 0.015405831892490387, test_loss: 0.02068465286195278, best_test_loss: 0.017952626287937163
[24-06-09 17:31:08 root] epoch: 177, train_loss: 0.01590423720419407, test_loss: 0.01812861080467701, best_test_loss: 0.017952626287937163
[24-06-09 17:31:52 root] epoch: 178, train_loss: 0.015432151946425438, test_loss: 0.017881057265400888, best_test_loss: 0.017881057265400888
[24-06-09 17:32:35 root] epoch: 179, train_loss: 0.015348777585923672, test_loss: 0.01790353599488735, best_test_loss: 0.017881057265400888
[24-06-09 17:33:19 root] epoch: 180, train_loss: 0.01533079839169979, test_loss: 0.01791197184920311, best_test_loss: 0.017881057265400888
[24-06-09 17:34:02 root] epoch: 181, train_loss: 0.015327897851765155, test_loss: 0.017898657670617102, best_test_loss: 0.017881057265400888
[24-06-09 17:34:45 root] epoch: 182, train_loss: 0.015288504101634025, test_loss: 0.01789990163743496, best_test_loss: 0.017881057265400888
[24-06-09 17:35:29 root] epoch: 183, train_loss: 0.015306500684022903, test_loss: 0.01789239962697029, best_test_loss: 0.017881057265400888
[24-06-09 17:36:14 root] epoch: 184, train_loss: 0.015289442720413209, test_loss: 0.017898743546009063, best_test_loss: 0.017881057265400888
[24-06-09 17:36:58 root] epoch: 185, train_loss: 0.015260165516138078, test_loss: 0.01802632624208927, best_test_loss: 0.017881057265400888
[24-06-09 17:37:43 root] epoch: 186, train_loss: 0.015259171072244644, test_loss: 0.017888013312220574, best_test_loss: 0.017881057265400888
[24-06-09 17:38:27 root] epoch: 187, train_loss: 0.015244334180951119, test_loss: 0.01797204953432083, best_test_loss: 0.017881057265400888
[24-06-09 17:39:11 root] epoch: 188, train_loss: 0.015242463799715042, test_loss: 0.017893777671456338, best_test_loss: 0.017881057265400888
[24-06-09 17:39:56 root] epoch: 189, train_loss: 0.015232953596115113, test_loss: 0.018008607321977614, best_test_loss: 0.017881057265400888
[24-06-09 17:40:40 root] epoch: 190, train_loss: 0.015217536139190198, test_loss: 0.017956361705064774, best_test_loss: 0.017881057265400888
[24-06-09 17:41:24 root] epoch: 191, train_loss: 0.015221706118285655, test_loss: 0.017943309631943703, best_test_loss: 0.017881057265400888
[24-06-09 17:42:08 root] epoch: 192, train_loss: 0.015179583271443843, test_loss: 0.017914891764521598, best_test_loss: 0.017881057265400888
[24-06-09 17:42:52 root] epoch: 193, train_loss: 0.015211883049607277, test_loss: 0.017970790201425554, best_test_loss: 0.017881057265400888
[24-06-09 17:43:36 root] epoch: 194, train_loss: 0.015187040219306946, test_loss: 0.018263911777734756, best_test_loss: 0.017881057265400888
[24-06-09 17:44:21 root] epoch: 195, train_loss: 0.015192861123681069, test_loss: 0.018111173230409623, best_test_loss: 0.017881057265400888
[24-06-09 17:45:05 root] epoch: 196, train_loss: 0.015182111350893973, test_loss: 0.01796019488275051, best_test_loss: 0.017881057265400888
[24-06-09 17:45:49 root] epoch: 197, train_loss: 0.015178270209729672, test_loss: 0.01793530491888523, best_test_loss: 0.017881057265400888
